keyword,original terms,new terms,same
企业资产损失所得税税前扣除管理办法,企业 / 资产 / 损失 / 所得税 / 税前 / 扣除 / 管理 / 办法,企业 / 资产 / 损失 / 所得税 / 税 / 前 / 扣除 / 管理 / 办法,N
基金,基金,基金,Y
预收款,预 / 收款,预 / 收款,Y
跨地区经营汇总纳税企业所得税征收管理暂行办法,跨 / 地区 / 经营 / 汇总 / 纳税 / 企业 / 所得税 / 征收 / 管理 / 暂行 / 办法,跨 / 地区 / 经营 / 汇总 / 纳税 / 企业 / 所得税 / 征收 / 管理 / 暂行 / 办法,Y
政府采购,政府 / 采购,政府 / 采购,Y
在中国境内就业的外国人参加社会保险暂行办法,在 / 中国 / 境内 / 就业 / 的 / 外国人 / 参加 / 社会 / 保险 / 暂行 / 办法,在 / 中国 / 境内 / 就业 / 的 / 外国人 / 参加 / 社会保险 / 暂行 / 办法,N
资产并购,资产 / 并购,资产 / 并购,Y
中外合作经营企业法,中外 / 合作 / 经营 / 企业 / 法,中外 / 合作经营 / 企业法,N
地方教育费附加,地方 / 教育费 / 附加,地方 / 教育费 / 附加,Y
非居民享受税收协定待遇管理办法,非 / 居民 / 享受 / 税收 / 协定 / 待遇 / 管理 / 办法,非 / 居民 / 享受 / 税收 / 协定 / 待遇 / 管理 / 办法,Y
食品安全法,食品 / 安全 / 法,食品 / 安全法,N
建设工程质量管理条例,建设 / 工程 / 质量 / 管理 / 条例,建设 / 工程 / 质量 / 管理 / 条例,Y
无形资产,无形 / 资产,无形 / 资产,Y
产业投资基金,产业 / 投资 / 基金,产业 / 投资 / 基金,Y
行政许可法,行政 / 许可 / 法,行政 / 许可法,N
中国与香港税收协定,中国 / 与 / 香港 / 税收 / 协定,中国 / 与 / 香港 / 税收 / 协定,Y
跨地区经营汇总纳税企业所得税征收管理办法,跨 / 地区 / 经营 / 汇总 / 纳税 / 企业 / 所得税 / 征收 / 管理 / 办法,跨 / 地区 / 经营 / 汇总 / 纳税 / 企业 / 所得税 / 征收 / 管理 / 办法,Y
外商投资企业和外国企业所得税法,外商 / 投资 / 企业 / 和 / 外国 / 企业 / 所得税 / 法,外商 / 投资 / 企业 / 和 / 外国 / 企业 / 所得税法,N
银行,银行,银行,Y
个人所得税法实施细则,个人 / 所得税 / 法 / 实施 / 细则,个人 / 所得税法 / 实施 / 细则,N
会计档案管理办法,会计 / 档案 / 管理 / 办法,会计 / 档案 / 管理 / 办法,Y
建设工程,建设 / 工程,建设 / 工程,Y
企业名称登记管理规定,企业 / 名称 / 登记 / 管理 / 规定,企业 / 名称 / 登记 / 管理 / 规定,Y
招投标法,招投标 / 法,招投标法,N
财税[2008]121号,财税 / 2008 / 121 / 号,财税121 / 号,N
生产加工企业认定,生产 / 加工 / 企业 / 认定,生产 / 加工 / 企业 / 认定,Y
法院 执行,法院 / 执行,法院 / 执行,Y
资产评估增值,资产 / 评估 / 增值,资产 / 评估 / 增值,Y
民法,民法,民法,Y
国家秘密 与 会计) 与 全国,国家 / 秘密 / 与 / 会计 / 与 / 全国,国家 / 秘密 / 与 / 会计 / 与 / 全国,Y
资本弱化,资本 / 弱化,资本 / 弱化,Y
职工福利费,职工 / 福利费,职工 / 福利费,Y
中华人民共和国反不正当竞争法,中华 / 人民 / 共和国 / 反 / 不 / 正当 / 竞争 / 法,中华人民共和国 / 反 / 不 / 正当 / 竞争法,N
关联企业,关联 / 企业,关联 / 企业,Y
外资企业法实施细则,外资 / 企业 / 法 / 实施 / 细则,外资 / 企业法 / 实施 / 细则,N
内地与香港关于建立更紧密经贸关系的安排,内地 / 与 / 香港 / 关于 / 建立 / 更 / 紧密 / 经贸 / 关系 / 的 / 安排,内地 / 与 / 香港 / 关于 / 建立 / 更 / 紧密 / 经贸 / 关系 / 的 / 安排,Y
网络游戏,网络 / 游戏,网络 / 游戏,Y
劳动保障监察条例,劳动 / 保障 / 监察 / 条例,劳动 / 保障 / 监察 / 条例,Y
竞业禁止,竞业 / 禁止,竞 / 业 / 禁止,N
资产收购,资产 / 收购,资产 / 收购,Y
竞业限制,竞业 / 限制,竞 / 业 / 限制,N
结汇、售汇及付汇管理规定,结汇 / 售汇 / 及 / 付汇 / 管理 / 规定,结汇 / 售 / 汇 / 及 / 付汇 / 管理 / 规定,N
representative office,REPRESENTATIVE / OFFICE,REPRESENTATIVE / OFFICE,Y
进料加工,进料 / 加工,进料加工,N
减资,减资,减资,Y
印花税暂行条例实施细则,印花税 / 暂行 / 条例 / 实施 / 细则,印花税 / 暂行 / 条例 / 实施 / 细则,Y
国家税务总局关于加强股权转让所得征收个人所得税管理的通知,国家 / 税务 / 总局 / 关于 / 加强 / 股权 / 转让 / 所得 / 征收 / 个人 / 所得税 / 管理 / 的 / 通知,国家 / 税务 / 总局 / 关于 / 加强 / 股权 / 转让 / 所得 / 征收 / 个人所得税 / 管理 / 的 / 通知,N
特殊重组,特殊 / 重组,特殊 / 重组,Y
企业所得税税前扣除,企业 / 所得税 / 税前 / 扣除,企业 / 所得税 / 税 / 前 / 扣除,N
企业合并,企业 / 合并,企业 / 合并,Y
物业管理条例,物业 / 管理 / 条例,物业 / 管理 / 条例,Y
土地使用权,土地 / 使用权,土地 / 使用权,Y
办公用品,办公 / 用品,办公 / 用品,Y
两免三减半,两免 / 三减半,两免三减半,N
股权投资基金,股权 / 投资 / 基金,股权 / 投资 / 基金,Y
拆迁补偿安置协议,拆迁 / 补偿 / 安置 / 协议,拆迁 / 补偿 / 安置 / 协议,Y
财政部、国家税务总局关于营业税若干政策问题的通知,财政部 / 国家 / 税务 / 总局 / 关于 / 营业税 / 若干 / 政策 / 问题 / 的 / 通知,财政部 / 国家 / 税务 / 总局 / 关于 / 营业税 / 若干 / 政策 / 问题 / 的 / 通知,Y
1,1,1,Y
软件企业,软件 / 企业,软件 / 企业,Y
直接收款,直接 / 收款,直接 / 收款,Y
收汇,收汇,收 / 汇,N
全年一次性奖金,全年 / 一次性 / 奖金,全年 / 一次性 / 奖金,Y
研发费用加计扣除,研发 / 费用 / 加计 / 扣除,研发 / 费用 / 加 / 计 / 扣除,N
继承法,继承法,继承法,Y
国税函[2009]601号,国税函 / 2009 / 601 / 号,国税 / 函601 / 号,N
不可抗力,不可抗力,不可抗力,Y
道路事故,道路 / 事故,道路 / 事故,Y
技术合同,技术 / 合同,技术 / 合同,Y
互联网,互联网,互联网,Y
增值税改革,增值税 / 改革,增值税 / 改革,Y
民间借贷,民间 / 借贷,民间 / 借贷,Y
工龄,工龄,工龄,Y
仲裁,仲裁,仲裁,Y
劳动法 南京,劳动法 / 南京,劳动法 / 南京,Y
转让股权,转让 / 股权,转让 / 股权,Y
国家税务总局关于企业工资薪金及职工福利费扣除问题的通知,国家 / 税务 / 总局 / 关于 / 企业 / 工资 / 薪金 / 及 / 职工 / 福利费 / 扣除 / 问题 / 的 / 通知,国家 / 税务 / 总局 / 关于 / 企业 / 工资 / 薪金 / 及 / 职工 / 福利费 / 扣除 / 问题 / 的 / 通知,Y
外商投资房地产,外商 / 投资 / 房地产,外商 / 投资 / 房地产,Y
国有资产转让,国有 / 资产 / 转让,国有 / 资产 / 转让,Y
黄某盗窃罪案,黄 / 某 / 盗窃 / 罪案,黄 / 某 / 盗窃 / 罪案,Y
所得税法,所得税 / 法,所得税法,N
外商投资商业企业,外商 / 投资 / 商业 / 企业,外商 / 投资 / 商业 / 企业,Y
税,税,税,Y
财税 2009 59,财税 / 2009 / 59,财税 / 2009 / 59,Y
出入境检验检疫机构实施检验检疫的进出境商品目录,出入境 / 检验 / 检疫 / 机构 / 实施 / 检验 / 检疫 / 的 / 进出境 / 商品 / 目录,出入境 / 检验 / 检疫 / 机构 / 实施 / 检验 / 检疫 / 的 / 进出境 / 商品 / 目录,Y
company law,COMPANY / LAW,COMPANY / LAW,Y
环境保护法,环境 / 保护法,环境 / 保护法,Y
非法集资,非法 / 集资,非法 / 集资,Y
合伙企业,合伙 / 企业,合伙 / 企业,Y
周某盗窃罪案,周 / 某 / 盗窃 / 罪案,周 / 某 / 盗窃 / 罪案,Y
外商 与 投资,外商 / 与 / 投资,外商 / 与 / 投资,Y
中华人民共和国个人所得税法实施条例,中华 / 人民 / 共和国 / 个人 / 所得税 / 法 / 实施 / 条例,中华人民共和国 / 个人 / 所得税法 / 实施 / 条例,N
补充医疗保险,补充 / 医疗 / 保险,补充 / 医疗 / 保险,Y
外商投资企业境内投资,外商 / 投资 / 企业 / 境内 / 投资,外商 / 投资 / 企业 / 境内 / 投资,Y
建筑,建筑,建筑,Y
劳动合同法实施条例,劳动 / 合同 / 法 / 实施 / 条例,劳动 / 合同法 / 实施 / 条例,N
商品房预售许可证,商品房 / 预售 / 许可证,商品房 / 预售 / 许可证,Y
个人所得税代扣代缴暂行办法,个人 / 所得税 / 代扣 / 代缴 / 暂行 / 办法,个人所得税 / 代 / 扣 / 代 / 缴 / 暂行 / 办法,N
contract law,CONTRACT / LAW,CONTRACT / LAW,Y
企业职工患病或非因工负伤医疗期规定,企业 / 职工 / 患病 / 或 / 非 / 因工 / 负伤 / 医疗期 / 规定,企业 / 职工 / 患病 / 或 / 非 / 因工负伤 / 医疗 / 期 / 规定,N
国税发[2010]19号,国 / 税发 / 2010 / 19 / 号,国税 / 发19 / 号,N
美容,美容,美容,Y
中华人民共和国中外合资经营企业法,中华 / 人民 / 共和国 / 中外 / 合资 / 经营 / 企业 / 法,中华人民共和国 / 中外合资 / 经营 / 企业法,N
国家税务总局关于贯彻落实企业所得税法若干税收问题的通知,国家 / 税务 / 总局 / 关于 / 贯彻 / 落实 / 企业 / 所得税 / 法 / 若干 / 税收 / 问题 / 的 / 通知,国家 / 税务 / 总局 / 关于 / 贯彻 / 落实 / 企业 / 所得税法 / 若干 / 税收 / 问题 / 的 / 通知,N
盈余公积,盈余 / 公积,盈余 / 公积,Y
中华人民共和国外资企业法实施细则,中华 / 人民 / 共和国 / 外资 / 企业 / 法 / 实施 / 细则,中华人民共和国 / 外资 / 企业法 / 实施 / 细则,N
房地产开发,房地产 / 开发,房地产 / 开发,Y
医师执业,医师 / 执业,医师 / 执业,Y
拍卖法 或 四十五条,拍卖法 / 或 / 四十五条,拍卖法 / 或 / 四十五 / 条,N
增值税专用发票抵扣,增值税 / 专用 / 发票 / 抵扣,增值税 / 专用 / 发票 / 抵扣,Y
中外合资经营企业法实施条例,中外 / 合资 / 经营 / 企业 / 法 / 实施 / 条例,中外合资 / 经营 / 企业法 / 实施 / 条例,N
"侵入, 计算机系统",侵入 / 计算机 / 系统,侵入 / 计算机 / 系统,Y
广告费,广告费,广告费,Y
国家秘密,国家 / 秘密,国家 / 秘密,Y
新会计准则,新 / 会计 / 准则,新 / 会计 / 准则,Y
办事处,办事处,办事处,Y
土地增值税暂行条例,土地 / 增值税 / 暂行 / 条例,土地增值税 / 暂行 / 条例,N
代表机构,代表 / 机构,代表 / 机构,Y
营业税法,营业税 / 法,营业 / 税法,N
非居民企业所得税核定征收管理办法,非 / 居民 / 企业 / 所得税 / 核定 / 征收 / 管理 / 办法,非 / 居民 / 企业 / 所得税 / 核定 / 征收 / 管理 / 办法,Y
中华人民共和国印花税暂行条例实施细则,中华 / 人民 / 共和国 / 印花税 / 暂行 / 条例 / 实施 / 细则,中华人民共和国 / 印花税 / 暂行 / 条例 / 实施 / 细则,N
减少注册资本,减少 / 注册 / 资本,减少 / 注册资本,N
外商投资企业境内再投资,外商 / 投资 / 企业 / 境内 / 再 / 投资,外商 / 投资 / 企业 / 境内 / 再投资,N
保税港区,保税 / 港区,保税 / 港区,Y
外汇管理,外汇 / 管理,外汇 / 管理,Y
中外合作办学,中外 / 合作 / 办学,中外 / 合作 / 办学,Y
证券公司,证券 / 公司,证券 / 公司,Y
法定代表人,法定 / 代表人,法定 / 代表 / 人,N
税务风险,税务 / 风险,税务 / 风险,Y
化妆品,化妆品,化妆品,Y
合并,合并,合并,Y
行政复议法,行政 / 复议 / 法,行政复议 / 法,N
宅基地,宅基地,宅 / 基地,N
福利费,福利费,福利费,Y
劳动争议调解仲裁法,劳动 / 争议 / 调解 / 仲裁法,劳动 / 争议 / 调解 / 仲裁 / 法,N
中华人民共和国土地增值税暂行条例实施细则,中华 / 人民 / 共和国 / 土地 / 增值税 / 暂行 / 条例 / 实施 / 细则,中华人民共和国 / 土地增值税 / 暂行 / 条例 / 实施 / 细则,N
增值税 暂行条例,增值税 / 暂行 / 条例,增值税 / 暂行 / 条例,Y
"""股票"" 与 ""股份"" 与 ""公司""",股票 / 与 / 股份 / 与 / 公司,股票 / 与 / 股份 / 与 / 公司,Y
买入返售,买 / 入 / 返售,买入 / 返 / 售,N
域名,域名,域名,Y
基金会管理条例,基金会 / 管理 / 条例,基金会 / 管理 / 条例,Y
发票管理,发票 / 管理,发票 / 管理,Y
非居民企业股权转让,非 / 居民 / 企业 / 股权 / 转让,非 / 居民 / 企业 / 股权 / 转让,Y
外债登记,外债 / 登记,外债 / 登记,Y
金融企业会计制度,金融 / 企业 / 会计 / 制度,金融 / 企业 / 会计 / 制度,Y
外商投资企业再投资,外商 / 投资 / 企业 / 再 / 投资,外商 / 投资 / 企业 / 再投资,N
垄断,垄断,垄断,Y
商业银行法,商业 / 银行 / 法,商业 / 银行法,N
拍卖,拍卖,拍卖,Y
个人所得税实施条例,个人 / 所得税 / 实施 / 条例,个人所得税 / 实施 / 条例,N
城镇国有土地使用权出让和转让暂行条例,城镇 / 国有 / 土地 / 使用权 / 出让 / 和 / 转让 / 暂行 / 条例,城镇 / 国有 / 土地 / 使用权 / 出让 / 和 / 转让 / 暂行 / 条例,Y
财税字[1999]273号,财税 / 字 / 1999 / 273 / 号,财税 / 字273 / 号,N
技术秘密,技术 / 秘密,技术 / 秘密,Y
企业所得税暂行条例,企业 / 所得税 / 暂行 / 条例,企业 / 所得税 / 暂行 / 条例,Y
国家税务总局关于企业股权投资业务若干所得税问题的通知,国家 / 税务 / 总局 / 关于 / 企业 / 股权 / 投资 / 业务 / 若干 / 所得税 / 问题 / 的 / 通知,国家 / 税务 / 总局 / 关于 / 企业 / 股权 / 投资 / 业务 / 若干 / 所得税 / 问题 / 的 / 通知,Y
增值税条例,增值税 / 条例,增值税 / 条例,Y
非居民,非 / 居民,非 / 居民,Y
矿产资源法,矿产 / 资源 / 法,矿产 / 资源法,N
汇算清缴,汇算 / 清缴,汇 / 算清 / 缴,N
资源补偿费,资源 / 补偿费,资源 / 补偿费,Y
75号文,75 / 号 / 文,75 / 号 / 文,Y
首次公开发行股票并上市管理办法,首次 / 公开 / 发行 / 股票 / 并 / 上市 / 管理 / 办法,首 / 次 / 公开 / 发行 / 股票 / 并 / 上市 / 管理 / 办法,N
红字发票,红字 / 发票,红 / 字 / 发票,N
实际管理机构,实际 / 管理 / 机构,实际 / 管理 / 机构,Y
中国 香港 企业所得税,中国 / 香港 / 企业 / 所得税,中国 / 香港 / 企业 / 所得税,Y
"重组改制, 国有资产管理委员会",重组 / 改制 / 国有 / 资产 / 管理 / 委员会,重组 / 改制 / 国有 / 资产 / 管理 / 委员会,Y
湖州,湖州,湖州,Y
工会,工会,工会,Y
排污许可证,排污 / 许可证,排污 / 许可证,Y
财税2009 59号,财税 / 2009 / 59 / 号,财税 / 2009 / 59 / 号,Y
财税[2009]9号,财税 / 2009 / 9 / 号,财税9 / 号,N
海外投资,海外 / 投资,海外 / 投资,Y
上海市鼓励跨国公司设立地区总部的规定,上海 / 市 / 鼓励 / 跨国公司 / 设立 / 地区 / 总部 / 的 / 规定,上海市 / 鼓励 / 跨国公司 / 设立 / 地区 / 总部 / 的 / 规定,N
固定资产,固定 / 资产,固定资产,N
外资企业,外资 / 企业,外资 / 企业,Y
病假,病假,病假,Y
城市房屋租赁管理办法,城市 / 房屋 / 租赁 / 管理 / 办法,城市 / 房屋 / 租赁 / 管理 / 办法,Y
建筑法,建筑法,建筑法,Y
工资支付暂行规定,工资 / 支付 / 暂行 / 规定,工资 / 支付 / 暂行 / 规定,Y
委托加工,委托 / 加工,委托 / 加工,Y
财税[2009]57号,财税 / 2009 / 57 / 号,财税57 / 号,N
国税发[2008]116号,国 / 税发 / 2008 / 116 / 号,国税 / 发116 / 号,N
建筑业 营业税,建筑业 / 营业税,建筑业 / 营业税,Y
外商投资企业境内再投资暂行规定,外商 / 投资 / 企业 / 境内 / 再 / 投资 / 暂行 / 规定,外商 / 投资 / 企业 / 境内 / 再投资 / 暂行 / 规定,N
"医疗保险, 重复保险, 人身",医疗 / 保险 / 重复 / 保险 / 人身,医疗 / 保险 / 重复 / 保险 / 人身,Y
偷税 认定,偷税 / 认定,偷税 / 认定,Y
转移定价,转移 / 定价,转移 / 定价,Y
企业研究开发费用税前扣除管理办法（试行,企业 / 研究 / 开发 / 费用 / 税前 / 扣除 / 管理 / 办法 / 试行,企业 / 研究 / 开发 / 费用 / 税 / 前 / 扣除 / 管理 / 办法 / 试行,N
国税函[2010]79号,国税函 / 2010 / 79 / 号,国税 / 函79 / 号,N
外国企业常驻代表机构税收管理暂行办法,外国 / 企业 / 常驻 / 代表 / 机构 / 税收 / 管理 / 暂行 / 办法,外国 / 企业 / 常驻 / 代表 / 机构 / 税收 / 管理 / 暂行 / 办法,Y
查封,查封,查封,Y
机动车维修,机动车 / 维修,机动车 / 维修,Y
国务院关于实施企业所得税过渡优惠政策的通知,国务院 / 关于 / 实施 / 企业 / 所得税 / 过渡 / 优惠 / 政策 / 的 / 通知,国务院 / 关于 / 实施 / 企业 / 所得税 / 过渡 / 优惠 / 政策 / 的 / 通知,Y
中英税收协定,中 / 英 / 税收 / 协定,中英 / 税收 / 协定,N
律师,律师,律师,Y
预提所得税征收管理办法,预提 / 所得税 / 征收 / 管理 / 办法,预 / 提 / 所得税 / 征收 / 管理 / 办法,N
对赌,对 / 赌,对 / 赌,Y
中,中,中,Y
免抵退,免 / 抵退,免 / 抵 / 退,N
直销,直销,直销,Y
消费税暂行条例,消费 / 税 / 暂行 / 条例,消费税 / 暂行 / 条例,N
财税[2009]111号,财税 / 2009 / 111 / 号,财税111 / 号,N
西部大开发,西部 / 大 / 开发,西部 / 大 / 开发,Y
自主创新,自主 / 创新,自主 / 创新,Y
国税发,国 / 税发,国税 / 发,N
联合国国际货物销售合同公约,联合国 / 国际 / 货物 / 销售 / 合同 / 公约,联合国 / 国际 / 货物 / 销售 / 合同 / 公约,Y
城乡规划法,城乡 / 规划 / 法,城乡 / 规划 / 法,Y
外籍个人所得税,外籍 / 个人 / 所得税,外籍 / 个人所得税,N
不正当竞争,不 / 正当 / 竞争,不 / 正当 / 竞争,Y
国科发火[2008]172号,国科 / 发火 / 2008 / 172 / 号,国 / 科 / 发火172 / 号,N
股权投资企业,股权 / 投资 / 企业,股权 / 投资 / 企业,Y
